Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
2hoj_LIGfilip-openbabel_mol1588	mol1588	0	-61.645096	-27.091019	-34.554077	4.607569
2hoj_LIGfilip-openbabel_mol1589	mol1589	0	-91.885124	-25.443825	-66.441299	9.961054
2hoj_LIGfilip-openbabel_mol1590	mol1590	0	-94.006790	-30.243202	-63.763588	7.600711
2hoj_LIGfilip-openbabel_mol1591	mol1591	0	-56.496216	-24.100397	-32.395817	11.099022
2hoj_LIGfilip-openbabel_mol1592	mol1592	0	-58.098976	-25.879658	-32.219318	6.646438
2hoj_LIGfilip-openbabel_mol1593	mol1593	0	-61.165863	-32.487408	-28.678455	8.876754
2hoj_LIGfilip-openbabel_mol1594	mol1594	0	-92.205345	-28.180962	-64.024384	8.522323
2hoj_LIGfilip-openbabel_mol1595	mol1595	0	-58.440521	-23.488089	-34.952431	4.743690
2hoj_LIGfilip-openbabel_mol1596	mol1596	0	-59.990841	-25.781693	-34.209148	12.208809
2hoj_LIGfilip-openbabel_mol1597	mol1597	0	-59.993500	-25.439013	-34.554485	5.218654
2hoj_LIGfilip-openbabel_mol1598	mol1598	0	-55.857849	-22.930758	-32.927090	2.818256
2hoj_LIGfilip-openbabel_mol1599	mol1599	0	-59.315338	-24.901159	-34.414177	2.986938
2hoj_LIGfilip-openbabel_mol1600	mol1600	0	-23.845634	-22.253502	-1.592132	1.683844
2hoj_LIGfilip-openbabel_mol1601	mol1601	0	-26.439581	-26.058020	-0.381561	1.965475
2hoj_LIGfilip-openbabel_mol1602	mol1602	0	-65.535736	-30.788216	-34.747524	5.770771
2hoj_LIGfilip-openbabel_mol1603	mol1603	0	-58.728638	-25.192146	-33.536491	1.606615
2hoj_LIGfilip-openbabel_mol1604	mol1604	0	-55.933281	-24.067591	-31.865692	4.194147
2hoj_LIGfilip-openbabel_mol1605	mol1605	0	-62.861633	-22.794315	-40.067318	2.395648
2hoj_LIGfilip-openbabel_mol1606	mol1606	0	-67.815567	-32.855679	-34.959888	10.738188
2hoj_LIGfilip-openbabel_mol1607	mol1607	0	-91.267014	-32.798592	-58.468418	8.292743
2hoj_LIGfilip-openbabel_mol1608	mol1608	0	-59.900909	-27.131884	-32.769028	1.949483
2hoj_LIGfilip-openbabel_mol1609	mol1609	0	-25.042286	-23.647984	-1.394301	2.771922
2hoj_LIGfilip-openbabel_mol1610	mol1610	0	-60.807907	-29.748140	-31.059767	16.001955
2hoj_LIGfilip-openbabel_mol1611	mol1611	0	-55.050098	-24.087860	-30.962238	2.832297
2hoj_LIGfilip-openbabel_mol1612	mol1612	0	-58.774269	-28.697378	-30.076891	5.634327
2hoj_LIGfilip-openbabel_mol1613	mol1613	0	-25.753395	-24.432915	-1.320481	1.252267
2hoj_LIGfilip-openbabel_mol1614	mol1614	0	-26.589907	-25.536304	-1.053603	5.342395
2hoj_LIGfilip-openbabel_mol1615	mol1615	0	-59.698524	-20.646112	-39.052414	0.000000
2hoj_LIGfilip-openbabel_mol1616	mol1616	0	-27.653873	-25.384653	-2.269220	4.069705
2hoj_LIGfilip-openbabel_mol1617	mol1617	0	-59.435101	-23.037109	-36.397991	1.400782
2hoj_LIGfilip-openbabel_mol1618	mol1618	0	-60.793404	-24.495909	-36.297493	12.607492
2hoj_LIGfilip-openbabel_mol1619	mol1619	0	-94.149101	-27.724945	-66.424156	21.440849
2hoj_LIGfilip-openbabel_mol1620	mol1620	0	-33.097107	-15.588619	-17.508486	1.468637
2hoj_LIGfilip-openbabel_mol1621	mol1621	0	-58.445953	-25.459135	-32.986820	12.271484
2hoj_LIGfilip-openbabel_mol1622	mol1622	0	-26.919413	-26.197529	-0.721884	4.080028
2hoj_LIGfilip-openbabel_mol1623	mol1623	0	-60.356674	-29.366062	-30.990612	10.341576
2hoj_LIGfilip-openbabel_mol1624	mol1624	0	-26.319653	-25.619120	-0.700532	2.473291
2hoj_LIGfilip-openbabel_mol1625	mol1625	0	-95.490105	-30.717810	-64.772293	8.938962
2hoj_LIGfilip-openbabel_mol1626	mol1626	0	-58.221188	-23.827717	-34.393471	4.779626
2hoj_LIGfilip-openbabel_mol1627	mol1627	0	-60.576309	-24.298544	-36.277763	11.960945
2hoj_LIGfilip-openbabel_mol1628	mol1628	0	-27.337055	-27.037603	-0.299451	9.182272
2hoj_LIGfilip-openbabel_mol1629	mol1629	0	-28.632387	-28.248083	-0.384304	3.702502
2hoj_LIGfilip-openbabel_mol1630	mol1630	0	-23.551704	-21.795013	-1.756691	1.333926
2hoj_LIGfilip-openbabel_mol1631	mol1631	0	-35.091927	-23.730778	-11.361151	1.970807
2hoj_LIGfilip-openbabel_mol1632	mol1632	0	-28.763617	-26.820864	-1.942752	4.200279
2hoj_LIGfilip-openbabel_mol1633	mol1633	0	-57.115002	-25.637941	-31.477060	12.276541
2hoj_LIGfilip-openbabel_mol1634	mol1634	0	-58.523590	-21.321693	-37.201897	8.725192
2hoj_LIGfilip-openbabel_mol1635	mol1635	0	-48.119789	-34.278442	-13.841345	5.551369
2hoj_LIGfilip-openbabel_mol1636	mol1636	0	-36.527573	-23.216019	-13.311552	0.361720
2hoj_LIGfilip-openbabel_mol1637	mol1637	0	-61.429108	-24.867119	-36.561989	5.367642
2hoj_LIGfilip-openbabel_mol1638	mol1638	0	-61.705826	-26.404524	-35.301304	5.718525
2hoj_LIGfilip-openbabel_mol1639	mol1639	0	-24.148233	-24.038366	-0.109866	5.975493
2hoj_LIGfilip-openbabel_mol1640	mol1640	0	-27.654922	-25.922802	-1.732121	4.443748
2hoj_LIGfilip-openbabel_mol1641	mol1641	0	-60.894276	-28.600483	-32.293793	7.521352
2hoj_LIGfilip-openbabel_mol1642	mol1642	0	-55.674755	-23.808096	-31.866659	3.193891
2hoj_LIGfilip-openbabel_mol1643	mol1643	0	-26.674768	-26.808102	0.133333	3.911642
2hoj_LIGfilip-openbabel_mol1644	mol1644	0	-31.776791	-22.981230	-8.795561	11.930364
2hoj_LIGfilip-openbabel_mol1645	mol1645	0	-30.804089	-29.406200	-1.397889	3.245079
2hoj_LIGfilip-openbabel_mol1646	mol1646	0	-94.704407	-30.593481	-64.110924	9.061440
2hoj_LIGfilip-openbabel_mol1647	mol1647	0	-28.481699	-27.970491	-0.511207	7.377326
2hoj_LIGfilip-openbabel_mol1648	mol1648	0	-26.904551	-26.133858	-0.770693	0.000000
2hoj_LIGfilip-openbabel_mol1649	mol1649	0	-24.401598	-24.217945	-0.183653	0.555446
2hoj_LIGfilip-openbabel_mol1650	mol1650	0	-64.482452	-34.223888	-30.258566	3.934535
2hoj_LIGfilip-openbabel_mol1651	mol1651	0	-91.820503	-26.495310	-65.325195	21.553608
2hoj_LIGfilip-openbabel_mol1652	mol1652	0	-23.734499	-22.286028	-1.448471	1.476684
2hoj_LIGfilip-openbabel_mol1653	mol1653	0	-57.349236	-21.933561	-35.415672	7.554688
2hoj_LIGfilip-openbabel_mol1654	mol1654	0	-60.676857	-28.319138	-32.357719	5.079057
2hoj_LIGfilip-openbabel_mol1655	mol1655	0	-29.946775	-29.960934	0.014159	2.968579
2hoj_LIGfilip-openbabel_mol1656	mol1656	0	-28.286577	-27.942463	-0.344114	1.899474
2hoj_LIGfilip-openbabel_mol1657	mol1657	0	-26.213226	-23.353077	-2.860149	4.189321
2hoj_LIGfilip-openbabel_mol1658	mol1658	0	-58.994125	-26.465788	-32.528339	8.934625
2hoj_LIGfilip-openbabel_mol1659	mol1659	0	-57.922997	-24.901400	-33.021599	4.649171
2hoj_LIGfilip-openbabel_mol1660	mol1660	0	-28.805017	-27.364426	-1.440592	1.326339
2hoj_LIGfilip-openbabel_mol1661	mol1661	0	-26.543568	-26.383057	-0.160512	2.674426
2hoj_LIGfilip-openbabel_mol1662	mol1662	0	-57.903328	-21.355846	-36.547482	7.317512
2hoj_LIGfilip-openbabel_mol1663	mol1663	0	-27.062040	-26.777260	-0.284781	0.000000
2hoj_LIGfilip-openbabel_mol1664	mol1664	0	-22.657118	-22.439373	-0.217745	2.354013
2hoj_LIGfilip-openbabel_mol1665	mol1665	0	-26.492764	-23.713909	-2.778855	2.662684
2hoj_LIGfilip-openbabel_mol1666	mol1666	0	-27.554270	-26.486101	-1.068169	15.265017
2hoj_LIGfilip-openbabel_mol1667	mol1667	0	-58.814026	-25.465494	-33.348534	9.156183
2hoj_LIGfilip-openbabel_mol1668	mol1668	0	-56.584923	-24.057426	-32.527496	15.871390
2hoj_LIGfilip-openbabel_mol1669	mol1669	0	-57.757408	-26.651775	-31.105631	4.580804
2hoj_LIGfilip-openbabel_mol1670	mol1670	0	-23.232897	-22.286291	-0.946605	4.075949
2hoj_LIGfilip-openbabel_mol1671	mol1671	0	-25.599598	-24.944551	-0.655046	0.547493
2hoj_LIGfilip-openbabel_mol1672	mol1672	0	-56.771255	-23.232874	-33.538380	6.164158
2hoj_LIGfilip-openbabel_mol1673	mol1673	0	-55.588905	-20.444002	-35.144905	12.718787
2hoj_LIGfilip-openbabel_mol1674	mol1674	0	-59.209538	-27.459452	-31.750086	0.555628
2hoj_LIGfilip-openbabel_mol1675	mol1675	0	-25.579967	-24.161791	-1.418176	1.460342
2hoj_LIGfilip-openbabel_mol1676	mol1676	0	-25.375492	-22.000103	-3.375390	2.769154
2hoj_LIGfilip-openbabel_mol1677	mol1677	0	-25.283028	-25.090118	-0.192909	1.752425
2hoj_LIGfilip-openbabel_mol1678	mol1678	0	-24.743034	-24.434124	-0.308910	2.021796
2hoj_LIGfilip-openbabel_mol1679	mol1679	0	-22.604757	-20.649960	-1.954797	0.983256
2hoj_LIGfilip-openbabel_mol1680	mol1680	0	-96.577599	-29.136297	-67.441299	4.370585
2hoj_LIGfilip-openbabel_mol1681	mol1681	0	-57.067123	-23.206829	-33.860294	17.478497
2hoj_LIGfilip-openbabel_mol1682	mol1682	0	-26.805855	-25.581341	-1.224514	2.143171
2hoj_LIGfilip-openbabel_mol1683	mol1683	0	-55.956303	-22.167328	-33.788975	3.249573
2hoj_LIGfilip-openbabel_mol1684	mol1684	0	-22.329971	-21.353809	-0.976162	1.347584
2hoj_LIGfilip-openbabel_mol1685	mol1685	0	-60.703156	-24.427799	-36.275356	15.643749
2hoj_LIGfilip-openbabel_mol1686	mol1686	0	-25.993858	-23.273279	-2.720580	2.928191
2hoj_LIGfilip-openbabel_mol1687	mol1687	0	-24.128199	-23.203299	-0.924900	0.000000
2hoj_LIGfilip-openbabel_mol1688	mol1688	0	-16.920925	-16.568686	-0.352240	1.089457
2hoj_LIGfilip-openbabel_mol1689	mol1689	0	-28.768246	-21.207489	-7.560758	5.063210
2hoj_LIGfilip-openbabel_mol1690	mol1690	0	-61.620361	-29.126713	-32.493649	12.277726
2hoj_LIGfilip-openbabel_mol1691	mol1691	0	-26.351889	-25.142826	-1.209063	2.021047
2hoj_LIGfilip-openbabel_mol1692	mol1692	0	-28.116667	-26.983963	-1.132704	5.281041
2hoj_LIGfilip-openbabel_mol1693	mol1693	0	-29.149971	-28.133085	-1.016885	0.084051
2hoj_LIGfilip-openbabel_mol1694	mol1694	0	-27.252327	-24.849823	-2.402505	1.413621
2hoj_LIGfilip-openbabel_mol1695	mol1695	0	-21.303600	-20.122478	-1.181121	0.439640
2hoj_LIGfilip-openbabel_mol1696	mol1696	0	-25.815500	-23.060671	-2.754829	1.550740
2hoj_LIGfilip-openbabel_mol1697	mol1697	0	-28.226093	-26.215080	-2.011012	1.312472
2hoj_LIGfilip-openbabel_mol1698	mol1698	0	-24.814409	-23.005035	-1.809374	4.396764
2hoj_LIGfilip-openbabel_mol1699	mol1699	0	-24.473793	-23.899469	-0.574323	1.134691
2hoj_LIGfilip-openbabel_mol1700	mol1700	0	-25.022736	-24.200480	-0.822256	1.484959
2hoj_LIGfilip-openbabel_mol1701	mol1701	0	-23.348091	-21.743780	-1.604310	0.100553
2hoj_LIGfilip-openbabel_mol1702	mol1702	0	-24.519722	-24.316320	-0.203402	1.814644
2hoj_LIGfilip-openbabel_mol1703	mol1703	0	-27.075073	-25.296295	-1.778777	2.928051
2hoj_LIGfilip-openbabel_mol1704	mol1704	0	-21.487736	-21.835899	0.348164	0.000000
2hoj_LIGfilip-openbabel_mol1705	mol1705	0	-24.629581	-24.152918	-0.476663	0.595429
2hoj_LIGfilip-openbabel_mol1706	mol1706	0	-25.071598	-18.675507	-6.396091	3.928033
2hoj_LIGfilip-openbabel_mol1707	mol1707	0	-57.091621	-21.651199	-35.440422	0.103524
2hoj_LIGfilip-openbabel_mol1708	mol1708	0	-24.440645	-22.030132	-2.410512	1.546545
2hoj_LIGfilip-openbabel_mol1709	mol1709	0	-57.777599	-21.125355	-36.652245	0.026893
2hoj_LIGfilip-openbabel_mol1710	mol1710	1	-50.736256	-17.943748	-32.792507	0.000000
2hoj_LIGfilip-openbabel_mol1711	mol1711	1	-21.177095	-20.710262	-0.466834	0.000000
2hoj_LIGfilip-openbabel_mol1712	mol1712	0	-25.766449	-25.170328	-0.596120	1.757467
2hoj_LIGfilip-openbabel_mol1713	mol1713	0	-30.918722	-30.558573	-0.360150	6.800229
2hoj_LIGfilip-openbabel_mol1714	mol1714	0	-23.666889	-22.949785	-0.717105	5.703120
2hoj_LIGfilip-openbabel_mol1715	mol1715	0	-24.997976	-23.218369	-1.779607	3.014550
2hoj_LIGfilip-openbabel_mol1716	mol1716	0	-22.008297	-20.877163	-1.131134	0.081699
2hoj_LIGfilip-openbabel_mol1717	mol1717	0	-21.584663	-20.480566	-1.104098	0.627031
2hoj_LIGfilip-openbabel_mol1718	mol1718	0	-28.755674	-28.331240	-0.424435	6.518000
2hoj_LIGfilip-openbabel_mol1719	mol1719	0	-23.786720	-23.699436	-0.087284	0.104469
2hoj_LIGfilip-openbabel_mol1720	mol1720	0	-25.089733	-23.445152	-1.644581	0.446281
RNAewa_LIGfilip-openbabel_mol0001	mol1	1	-51.819134	-47.052738	-4.766394	6.296263
RNAewa_LIGfilip-openbabel_mol0002	mol2	1	-53.065678	-48.893372	-4.172307	6.196838
RNAewa_LIGfilip-openbabel_mol0003	mol3	1	-48.168079	-45.571232	-2.596849	7.318999
RNAewa_LIGfilip-openbabel_mol0004	mol4	1	-43.403992	-42.673901	-0.730090	6.948126
RNAewa_LIGfilip-openbabel_mol0005	mol5	1	-54.667595	-49.121517	-5.546076	3.804222
RNAewa_LIGfilip-openbabel_mol0006	mol6	1	-49.502346	-44.192684	-5.309663	7.237599
RNAewa_LIGfilip-openbabel_mol0007	mol7	0	-48.659351	-47.125744	-1.533606	6.947294
RNAewa_LIGfilip-openbabel_mol0008	mol8	0	-48.379402	-44.473743	-3.905659	4.149319
RNAewa_LIGfilip-openbabel_mol0009	mol9	0	-49.487141	-48.526600	-0.960540	9.433958
RNAewa_LIGfilip-openbabel_mol0010	mol10	0	-45.974556	-43.683022	-2.291535	5.038328
RNAewa_LIGfilip-openbabel_mol0011	mol11	0	-49.501778	-47.888096	-1.613683	6.390087
RNAewa_LIGfilip-openbabel_mol0012	mol12	0	-51.971321	-49.060844	-2.910476	4.743005
RNAewa_LIGfilip-openbabel_mol0013	mol13	0	-48.581169	-45.858189	-2.722981	8.804866
RNAewa_LIGfilip-openbabel_mol0014	mol14	0	-45.904526	-44.358303	-1.546223	8.176331
RNAewa_LIGfilip-openbabel_mol0015	mol15	0	-49.470871	-48.121216	-1.349655	7.636598
RNAewa_LIGfilip-openbabel_mol0016	mol16	0	-49.625355	-50.454426	0.829073	8.221912
RNAewa_LIGfilip-openbabel_mol0017	mol17	0	-48.227837	-45.185497	-3.042338	5.480484
RNAewa_LIGfilip-openbabel_mol0018	mol18	0	-45.435173	-41.832752	-3.602423	6.750986
RNAewa_LIGfilip-openbabel_mol0019	mol19	0	-45.271854	-45.308865	0.037011	7.169168
RNAewa_LIGfilip-openbabel_mol0020	mol20	0	-50.283108	-46.969467	-3.313642	4.505968
RNAewa_LIGfilip-openbabel_mol0021	mol21	0	-48.318977	-45.296822	-3.022156	7.553926
RNAewa_LIGfilip-openbabel_mol0022	mol22	0	-45.514847	-42.585365	-2.929481	8.403142
RNAewa_LIGfilip-openbabel_mol0023	mol23	0	-45.248867	-43.321453	-1.927415	7.273612
RNAewa_LIGfilip-openbabel_mol0024	mol24	0	-46.136368	-45.742130	-0.394239	3.518523
RNAewa_LIGfilip-openbabel_mol0025	mol25	0	-48.655445	-44.861866	-3.793577	5.881297
RNAewa_LIGfilip-openbabel_mol0026	mol26	0	-43.910637	-42.413734	-1.496901	9.311267
RNAewa_LIGfilip-openbabel_mol0027	mol27	0	-49.866539	-48.886005	-0.980534	8.625325
RNAewa_LIGfilip-openbabel_mol0028	mol28	0	-48.413887	-46.268684	-2.145202	13.619096
RNAewa_LIGfilip-openbabel_mol0029	mol29	0	-49.971249	-47.393131	-2.578116	15.941839
RNAewa_LIGfilip-openbabel_mol0030	mol30	0	-43.696487	-44.921242	1.224753	6.191109
RNAewa_LIGfilip-openbabel_mol0031	mol31	0	-50.452972	-47.326778	-3.126192	12.268623
RNAewa_LIGfilip-openbabel_mol0032	mol32	0	-46.411469	-44.511074	-1.900396	12.654953
RNAewa_LIGfilip-openbabel_mol0033	mol33	0	-46.091465	-45.498116	-0.593348	10.855391
RNAewa_LIGfilip-openbabel_mol0034	mol34	0	-48.008080	-48.598286	0.590206	5.014155
RNAewa_LIGfilip-openbabel_mol0035	mol35	0	-46.619507	-43.403294	-3.216214	21.971062
RNAewa_LIGfilip-openbabel_mol0036	mol36	0	-52.038910	-48.778492	-3.260417	9.620743
RNAewa_LIGfilip-openbabel_mol0037	mol37	0	-45.164673	-42.844383	-2.320290	9.279510
RNAewa_LIGfilip-openbabel_mol0038	mol38	0	-48.733879	-45.690239	-3.043640	8.185028
RNAewa_LIGfilip-openbabel_mol0039	mol39	0	-48.081982	-47.296616	-0.785367	5.036956
RNAewa_LIGfilip-openbabel_mol0040	mol40	0	-50.882656	-47.223259	-3.659398	4.414336
RNAewa_LIGfilip-openbabel_mol0041	mol41	0	-43.588707	-39.437675	-4.151030	7.002311
RNAewa_LIGfilip-openbabel_mol0042	mol42	0	-49.798294	-47.284447	-2.513847	9.508706
RNAewa_LIGfilip-openbabel_mol0043	mol43	0	-51.873802	-49.905125	-1.968677	13.287359
RNAewa_LIGfilip-openbabel_mol0044	mol44	0	-48.567749	-46.688061	-1.879686	5.884280
RNAewa_LIGfilip-openbabel_mol0045	mol45	0	-44.515114	-44.300026	-0.215089	3.297603
RNAewa_LIGfilip-openbabel_mol0046	mol46	0	-44.348381	-44.319195	-0.029185	3.489709
RNAewa_LIGfilip-openbabel_mol0047	mol47	0	-44.744312	-41.530338	-3.213973	3.856717
RNAewa_LIGfilip-openbabel_mol0048	mol48	0	-51.183903	-49.048809	-2.135095	2.340758
RNAewa_LIGfilip-openbabel_mol0049	mol49	0	-45.267773	-44.917465	-0.350308	3.284823
RNAewa_LIGfilip-openbabel_mol0050	mol50	0	-40.756107	-40.658344	-0.097765	3.712030
RNAewa_LIGfilip-openbabel_mol0051	mol51	0	-42.163483	-40.195179	-1.968305	6.547539
RNAewa_LIGfilip-openbabel_mol0052	mol52	0	-54.659496	-51.055489	-3.604008	10.442534
RNAewa_LIGfilip-openbabel_mol0053	mol53	0	-42.790142	-39.702732	-3.087409	8.080073
RNAewa_LIGfilip-openbabel_mol0054	mol54	0	-44.346657	-44.590485	0.243828	4.141541
RNAewa_LIGfilip-openbabel_mol0055	mol55	0	-45.484512	-42.374828	-3.109684	6.541227
RNAewa_LIGfilip-openbabel_mol0056	mol56	0	-41.865883	-41.733158	-0.132725	5.056566
RNAewa_LIGfilip-openbabel_mol0057	mol57	0	-52.790966	-52.869572	0.078605	11.095800
RNAewa_LIGfilip-openbabel_mol0058	mol58	0	-43.314098	-43.407883	0.093786	7.341651
RNAewa_LIGfilip-openbabel_mol0059	mol59	0	-43.341526	-41.520580	-1.820945	5.482422
RNAewa_LIGfilip-openbabel_mol0060	mol60	0	-50.331490	-48.264469	-2.067022	5.470939
RNAewa_LIGfilip-openbabel_mol0061	mol61	0	-42.884304	-38.845181	-4.039125	2.887289
RNAewa_LIGfilip-openbabel_mol0062	mol62	0	-44.002739	-41.331593	-2.671145	9.015187
RNAewa_LIGfilip-openbabel_mol0063	mol63	0	-52.659355	-48.647129	-4.012226	8.478687
RNAewa_LIGfilip-openbabel_mol0064	mol64	0	-50.667698	-49.308041	-1.359658	13.604515
RNAewa_LIGfilip-openbabel_mol0065	mol65	0	-45.620377	-43.163181	-2.457196	6.094640
RNAewa_LIGfilip-openbabel_mol0066	mol66	0	-54.017841	-50.686886	-3.330955	9.804622
RNAewa_LIGfilip-openbabel_mol0067	mol67	0	-46.621098	-45.204315	-1.416782	6.146721
RNAewa_LIGfilip-openbabel_mol0068	mol68	0	-50.050468	-47.944908	-2.105562	6.436559
RNAewa_LIGfilip-openbabel_mol0069	mol69	0	-46.701260	-45.278835	-1.422426	4.297984
RNAewa_LIGfilip-openbabel_mol0070	mol70	0	-47.919060	-48.255196	0.336137	6.680069
RNAewa_LIGfilip-openbabel_mol0071	mol71	0	-43.451313	-42.654964	-0.796350	4.967319
RNAewa_LIGfilip-openbabel_mol0072	mol72	0	-43.799278	-40.987934	-2.811345	5.978501
RNAewa_LIGfilip-openbabel_mol0073	mol73	0	-44.960140	-44.338486	-0.621654	13.720567
RNAewa_LIGfilip-openbabel_mol0074	mol74	0	-52.078228	-49.430519	-2.647710	5.367313
RNAewa_LIGfilip-openbabel_mol0075	mol75	0	-48.829102	-49.025734	0.196633	3.317330
RNAewa_LIGfilip-openbabel_mol0076	mol76	0	-51.254471	-49.584164	-1.670309	4.494181
RNAewa_LIGfilip-openbabel_mol0077	mol77	0	-40.816116	-38.526714	-2.289401	4.872093
RNAewa_LIGfilip-openbabel_mol0078	mol78	0	-41.132759	-41.648403	0.515646	4.515736
RNAewa_LIGfilip-openbabel_mol0079	mol79	0	-44.966312	-43.173306	-1.793009	6.622244
RNAewa_LIGfilip-openbabel_mol0080	mol80	0	-48.991581	-46.093739	-2.897844	10.019176
RNAewa_LIGfilip-openbabel_mol0081	mol81	0	-47.600819	-45.205688	-2.395130	7.855050
RNAewa_LIGfilip-openbabel_mol0082	mol82	0	-44.961002	-45.053696	0.092693	4.174989
RNAewa_LIGfilip-openbabel_mol0083	mol83	0	-58.914978	-59.687160	0.772183	6.529383
RNAewa_LIGfilip-openbabel_mol0084	mol84	0	-46.759418	-45.808910	-0.950507	8.391850
RNAewa_LIGfilip-openbabel_mol0085	mol85	0	-55.120174	-56.286686	1.166512	7.668039
RNAewa_LIGfilip-openbabel_mol0086	mol86	0	-52.661011	-54.523140	1.862129	17.209188
RNAewa_LIGfilip-openbabel_mol0087	mol87	0	-47.189678	-43.633625	-3.556053	9.091248
RNAewa_LIGfilip-openbabel_mol0088	mol88	0	-48.425037	-47.328377	-1.096660	4.991381
RNAewa_LIGfilip-openbabel_mol0089	mol89	0	-43.855648	-42.023048	-1.832601	9.092548
RNAewa_LIGfilip-openbabel_mol0090	mol90	0	-44.642509	-45.102165	0.459655	6.688849
RNAewa_LIGfilip-openbabel_mol0091	mol91	0	-46.228104	-45.810230	-0.417874	5.886167
RNAewa_LIGfilip-openbabel_mol0092	mol92	0	-42.269268	-42.557934	0.288666	6.549506
RNAewa_LIGfilip-openbabel_mol0093	mol93	0	-45.232227	-44.618042	-0.614184	9.616934
RNAewa_LIGfilip-openbabel_mol0094	mol94	0	-43.149670	-42.017471	-1.132197	7.905427
RNAewa_LIGfilip-openbabel_mol0095	mol95	0	-55.009033	-54.032898	-0.976135	4.801494
RNAewa_LIGfilip-openbabel_mol0096	mol96	0	-51.684540	-51.134174	-0.550364	13.247502
RNAewa_LIGfilip-openbabel_mol0097	mol97	0	-43.391796	-42.564754	-0.827041	4.327785
RNAewa_LIGfilip-openbabel_mol0098	mol98	0	-51.890503	-49.338013	-2.552489	15.281274
RNAewa_LIGfilip-openbabel_mol0099	mol99	0	-47.119598	-45.113537	-2.006061	6.848377
RNAewa_LIGfilip-openbabel_mol0100	mol100	0	-50.107361	-49.908836	-0.198524	10.389613
RNAewa_LIGfilip-openbabel_mol0101	mol101	0	-46.555351	-45.423798	-1.131554	13.355103
RNAewa_LIGfilip-openbabel_mol0102	mol102	0	-53.370785	-50.981098	-2.389687	6.905512
RNAewa_LIGfilip-openbabel_mol0103	mol103	0	-39.854679	-40.044216	0.189539	5.697530
RNAewa_LIGfilip-openbabel_mol0104	mol104	0	-40.966885	-40.536564	-0.430320	8.597789
RNAewa_LIGfilip-openbabel_mol0105	mol105	0	-50.654629	-51.277557	0.622929	5.089136
RNAewa_LIGfilip-openbabel_mol0106	mol106	0	-45.397217	-45.069500	-0.327718	2.885547
RNAewa_LIGfilip-openbabel_mol0107	mol107	0	-44.972397	-41.923065	-3.049330	7.317729
RNAewa_LIGfilip-openbabel_mol0108	mol108	0	-50.076229	-50.390469	0.314239	9.063812
RNAewa_LIGfilip-openbabel_mol0109	mol109	0	-43.291424	-42.818958	-0.472465	10.002370
RNAewa_LIGfilip-openbabel_mol0110	mol110	0	-43.397293	-44.736870	1.339577	3.450909
RNAewa_LIGfilip-openbabel_mol0111	mol111	0	-40.907436	-41.559757	0.652319	10.173733
RNAewa_LIGfilip-openbabel_mol0112	mol112	0	-43.009472	-41.976826	-1.032645	5.783928
RNAewa_LIGfilip-openbabel_mol0113	mol113	0	-50.031105	-49.967773	-0.063331	9.844956
RNAewa_LIGfilip-openbabel_mol0114	mol114	0	-42.069332	-42.121540	0.052210	12.853761
RNAewa_LIGfilip-openbabel_mol0115	mol115	0	-39.366001	-38.432522	-0.933479	12.362855
RNAewa_LIGfilip-openbabel_mol0116	mol116	0	-45.292248	-42.256989	-3.035259	9.490872
RNAewa_LIGfilip-openbabel_mol0117	mol117	0	-42.707973	-44.696835	1.988862	5.561854
RNAewa_LIGfilip-openbabel_mol0118	mol118	0	-45.134762	-45.046562	-0.088199	3.951019
RNAewa_LIGfilip-openbabel_mol0119	mol119	0	-42.465675	-43.403801	0.938127	9.356067
RNAewa_LIGfilip-openbabel_mol0120	mol120	0	-51.735653	-52.319462	0.583809	8.473578
RNAewa_LIGfilip-openbabel_mol0121	mol121	0	-41.511436	-38.513390	-2.998046	13.143107
RNAewa_LIGfilip-openbabel_mol0122	mol122	0	-52.738468	-50.738754	-1.999714	6.441795
RNAewa_LIGfilip-openbabel_mol0123	mol123	0	-50.551460	-48.644241	-1.907219	16.188869
RNAewa_LIGfilip-openbabel_mol0124	mol124	0	-45.959328	-44.254818	-1.704509	5.093624
RNAewa_LIGfilip-openbabel_mol0125	mol125	0	-39.121189	-37.011295	-2.109893	8.058170
RNAewa_LIGfilip-openbabel_mol0126	mol126	0	-59.415577	-57.256424	-2.159152	9.714602
RNAewa_LIGfilip-openbabel_mol0127	mol127	0	-48.423981	-49.712414	1.288435	6.903988
RNAewa_LIGfilip-openbabel_mol0128	mol128	0	-43.657078	-41.597702	-2.059375	4.384336
RNAewa_LIGfilip-openbabel_mol0129	mol129	0	-47.386959	-45.657784	-1.729175	11.928149
RNAewa_LIGfilip-openbabel_mol0130	mol130	0	-47.472664	-45.700825	-1.771840	9.569550
RNAewa_LIGfilip-openbabel_mol0131	mol131	0	-50.924606	-48.168621	-2.755986	9.125645
RNAewa_LIGfilip-openbabel_mol0132	mol132	0	-40.769588	-38.088387	-2.681202	6.164518
RNAewa_LIGfilip-openbabel_mol0133	mol133	0	-54.892162	-50.767998	-4.124165	12.035050
RNAewa_LIGfilip-openbabel_mol0134	mol134	0	-60.504303	-57.552876	-2.951426	4.180161
RNAewa_LIGfilip-openbabel_mol0135	mol135	0	-48.163116	-44.601166	-3.561950	12.464153
RNAewa_LIGfilip-openbabel_mol0136	mol136	0	-40.744957	-38.118546	-2.626412	5.145095
