Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
2hoj_LIGfilip-openbabel_mol1204	mol1204	0	-62.395527	-24.828346	-37.567181	-37.567181
2hoj_LIGfilip-openbabel_mol1205	mol1205	0	-63.163101	-27.344843	-35.818256	-35.818256
2hoj_LIGfilip-openbabel_mol1206	mol1206	0	-66.776810	-33.194740	-33.582069	-33.582069
2hoj_LIGfilip-openbabel_mol1207	mol1207	0	-61.966095	-29.030405	-32.935688	-32.935688
2hoj_LIGfilip-openbabel_mol1208	mol1208	0	-11.231747	-31.696161	20.464415	20.464415
2hoj_LIGfilip-openbabel_mol1209	mol1209	0	-40.936768	-38.576313	-2.360455	-2.360455
2hoj_LIGfilip-openbabel_mol1210	mol1210	0	-65.214745	-31.715570	-33.499176	-33.499176
2hoj_LIGfilip-openbabel_mol1211	mol1211	0	-59.153133	-25.300095	-33.853039	-33.853039
2hoj_LIGfilip-openbabel_mol1212	mol1212	0	-65.102509	-29.902891	-35.199619	-35.199619
2hoj_LIGfilip-openbabel_mol1213	mol1213	0	-66.524857	-31.405647	-35.119209	-35.119209
2hoj_LIGfilip-openbabel_mol1214	mol1214	0	-62.521328	-31.313114	-31.208214	-31.208214
2hoj_LIGfilip-openbabel_mol1215	mol1215	0	-95.823563	-33.751106	-62.072453	-62.072453
2hoj_LIGfilip-openbabel_mol1216	mol1216	0	-92.494888	-28.602173	-63.892715	-63.892715
2hoj_LIGfilip-openbabel_mol1217	mol1217	0	-62.811897	-28.688345	-34.123550	-34.123550
2hoj_LIGfilip-openbabel_mol1218	mol1218	0	-68.283127	-28.945469	-39.337662	-39.337662
2hoj_LIGfilip-openbabel_mol1219	mol1219	0	-67.835541	-33.604084	-34.231457	-34.231457
2hoj_LIGfilip-openbabel_mol1220	mol1220	0	-64.345840	-32.496883	-31.848957	-31.848957
2hoj_LIGfilip-openbabel_mol1221	mol1221	0	-92.969780	-30.740759	-62.229019	-62.229019
2hoj_LIGfilip-openbabel_mol1222	mol1222	0	-94.847572	-28.857111	-65.990463	-65.990463
2hoj_LIGfilip-openbabel_mol1223	mol1223	0	-62.906246	-27.735493	-35.170753	-35.170753
2hoj_LIGfilip-openbabel_mol1224	mol1224	0	-89.857193	-24.732964	-65.124229	-65.124229
2hoj_LIGfilip-openbabel_mol1225	mol1225	0	-63.044857	-25.019817	-38.025040	-38.025040
2hoj_LIGfilip-openbabel_mol1226	mol1226	0	-63.393913	-29.627638	-33.766277	-33.766277
2hoj_LIGfilip-openbabel_mol1227	mol1227	0	-66.282463	-27.921129	-38.361336	-38.361336
2hoj_LIGfilip-openbabel_mol1228	mol1228	0	-95.416100	-29.660645	-65.755455	-65.755455
2hoj_LIGfilip-openbabel_mol1229	mol1229	0	9.458305	-35.865299	45.323605	45.323605
2hoj_LIGfilip-openbabel_mol1230	mol1230	0	-63.880787	-28.741398	-35.139389	-35.139389
2hoj_LIGfilip-openbabel_mol1231	mol1231	0	-63.040939	-29.585245	-33.455692	-33.455692
2hoj_LIGfilip-openbabel_mol1232	mol1232	0	-18.361504	-32.896656	14.535152	14.535152
2hoj_LIGfilip-openbabel_mol1233	mol1233	0	-58.461678	-23.527948	-34.933731	-34.933731
2hoj_LIGfilip-openbabel_mol1234	mol1234	0	11.756693	-31.326803	43.083496	43.083496
2hoj_LIGfilip-openbabel_mol1235	mol1235	0	-9.364412	-31.331045	21.966633	21.966633
2hoj_LIGfilip-openbabel_mol1236	mol1236	0	-64.252563	-30.893799	-33.358761	-33.358761
2hoj_LIGfilip-openbabel_mol1237	mol1237	0	-94.760681	-31.796555	-62.964130	-62.964130
2hoj_LIGfilip-openbabel_mol1238	mol1238	0	-98.003609	-33.203064	-64.800545	-64.800545
2hoj_LIGfilip-openbabel_mol1239	mol1239	0	-61.713188	-27.804081	-33.909107	-33.909107
2hoj_LIGfilip-openbabel_mol1240	mol1240	0	-64.232002	-30.052589	-34.179413	-34.179413
2hoj_LIGfilip-openbabel_mol1241	mol1241	0	-63.597481	-29.251499	-34.345982	-34.345982
2hoj_LIGfilip-openbabel_mol1242	mol1242	0	-64.942940	-31.432997	-33.509941	-33.509941
2hoj_LIGfilip-openbabel_mol1243	mol1243	0	-29.729147	-28.060982	-1.668166	-1.668166
2hoj_LIGfilip-openbabel_mol1244	mol1244	0	-95.372742	-37.035130	-58.337608	-58.337608
2hoj_LIGfilip-openbabel_mol1245	mol1245	0	-70.097198	-37.065857	-33.031345	-33.031345
2hoj_LIGfilip-openbabel_mol1246	mol1246	0	9.672550	-42.945862	52.618412	52.618412
2hoj_LIGfilip-openbabel_mol1247	mol1247	0	-96.182762	-27.555735	-68.627029	-68.627029
2hoj_LIGfilip-openbabel_mol1248	mol1248	0	-62.493153	-29.660542	-32.832611	-32.832611
2hoj_LIGfilip-openbabel_mol1249	mol1249	0	-93.533104	-30.614185	-62.918919	-62.918919
2hoj_LIGfilip-openbabel_mol1250	mol1250	0	-61.212440	-29.031458	-32.180984	-32.180984
2hoj_LIGfilip-openbabel_mol1251	mol1251	0	-19.943895	-33.278446	13.334551	13.334551
2hoj_LIGfilip-openbabel_mol1252	mol1252	0	-67.295380	-33.760204	-33.535175	-33.535175
2hoj_LIGfilip-openbabel_mol1253	mol1253	0	-60.772049	-28.796324	-31.975727	-31.975727
2hoj_LIGfilip-openbabel_mol1254	mol1254	0	-94.616943	-28.255798	-66.361145	-66.361145
2hoj_LIGfilip-openbabel_mol1255	mol1255	0	-63.284836	-31.463982	-31.820854	-31.820854
2hoj_LIGfilip-openbabel_mol1256	mol1256	0	-58.973587	-27.808842	-31.164747	-31.164747
2hoj_LIGfilip-openbabel_mol1257	mol1257	0	6.389076	-39.171246	45.560322	45.560322
2hoj_LIGfilip-openbabel_mol1258	mol1258	0	-96.747749	-32.994553	-63.753197	-63.753197
2hoj_LIGfilip-openbabel_mol1259	mol1259	0	-64.076080	-29.987309	-34.088776	-34.088776
2hoj_LIGfilip-openbabel_mol1260	mol1260	0	-68.000900	-25.720833	-42.280071	-42.280071
2hoj_LIGfilip-openbabel_mol1261	mol1261	0	-93.393211	-30.493240	-62.899971	-62.899971
2hoj_LIGfilip-openbabel_mol1262	mol1262	0	-97.452713	-31.484991	-65.967720	-65.967720
2hoj_LIGfilip-openbabel_mol1263	mol1263	0	-94.656036	-29.123816	-65.532219	-65.532219
2hoj_LIGfilip-openbabel_mol1264	mol1264	0	-28.373732	-27.621754	-0.751977	-0.751977
2hoj_LIGfilip-openbabel_mol1265	mol1265	0	-60.541603	-27.865658	-32.675945	-32.675945
2hoj_LIGfilip-openbabel_mol1266	mol1266	0	-62.086201	-28.369518	-33.716682	-33.716682
2hoj_LIGfilip-openbabel_mol1267	mol1267	0	-61.450161	-28.292816	-33.157345	-33.157345
2hoj_LIGfilip-openbabel_mol1268	mol1268	0	-98.015228	-30.738911	-67.276314	-67.276314
2hoj_LIGfilip-openbabel_mol1269	mol1269	0	-61.535591	-27.402483	-34.133110	-34.133110
2hoj_LIGfilip-openbabel_mol1270	mol1270	0	-61.716507	-31.198637	-30.517868	-30.517868
2hoj_LIGfilip-openbabel_mol1271	mol1271	0	-61.953041	-29.244907	-32.708134	-32.708134
2hoj_LIGfilip-openbabel_mol1272	mol1272	0	-94.391205	-30.450142	-63.941063	-63.941063
2hoj_LIGfilip-openbabel_mol1273	mol1273	0	-59.455025	-27.907413	-31.547613	-31.547613
2hoj_LIGfilip-openbabel_mol1274	mol1274	0	-61.571701	-29.156240	-32.415459	-32.415459
2hoj_LIGfilip-openbabel_mol1275	mol1275	0	-32.974846	-20.185810	-12.789037	-12.789037
2hoj_LIGfilip-openbabel_mol1276	mol1276	0	-65.308655	-32.038116	-33.270542	-33.270542
2hoj_LIGfilip-openbabel_mol1277	mol1277	0	-68.111763	-32.379360	-35.732403	-35.732403
2hoj_LIGfilip-openbabel_mol1278	mol1278	0	-61.674603	-31.558615	-30.115988	-30.115988
2hoj_LIGfilip-openbabel_mol1279	mol1279	0	-68.253471	-33.336498	-34.916973	-34.916973
2hoj_LIGfilip-openbabel_mol1280	mol1280	0	-63.447594	-29.638361	-33.809231	-33.809231
2hoj_LIGfilip-openbabel_mol1281	mol1281	0	-94.968994	-30.560986	-64.408005	-64.408005
2hoj_LIGfilip-openbabel_mol1282	mol1282	0	-61.031548	-31.722900	-29.308647	-29.308647
2hoj_LIGfilip-openbabel_mol1283	mol1283	0	-62.624310	-28.546001	-34.078308	-34.078308
2hoj_LIGfilip-openbabel_mol1284	mol1284	0	-63.036613	-32.585934	-30.450678	-30.450678
2hoj_LIGfilip-openbabel_mol1285	mol1285	0	-66.553177	-30.219921	-36.333256	-36.333256
2hoj_LIGfilip-openbabel_mol1286	mol1286	0	-29.949150	-29.063725	-0.885426	-0.885426
2hoj_LIGfilip-openbabel_mol1287	mol1287	0	-69.910454	-34.669235	-35.241219	-35.241219
2hoj_LIGfilip-openbabel_mol1288	mol1288	0	-12.455832	-29.413307	16.957476	16.957476
2hoj_LIGfilip-openbabel_mol1289	mol1289	0	-94.490257	-30.958570	-63.531685	-63.531685
2hoj_LIGfilip-openbabel_mol1290	mol1290	0	-28.025984	-27.933701	-0.092284	-0.092284
2hoj_LIGfilip-openbabel_mol1291	mol1291	0	-64.826813	-26.062941	-38.763870	-38.763870
2hoj_LIGfilip-openbabel_mol1292	mol1292	0	-98.157677	-31.125086	-67.032593	-67.032593
2hoj_LIGfilip-openbabel_mol1293	mol1293	0	-60.136177	-28.944607	-31.191572	-31.191572
2hoj_LIGfilip-openbabel_mol1294	mol1294	0	-61.835327	-27.398689	-34.436638	-34.436638
2hoj_LIGfilip-openbabel_mol1295	mol1295	0	-65.727676	-22.454468	-43.273212	-43.273212
2hoj_LIGfilip-openbabel_mol1296	mol1296	0	5.169407	-39.302216	44.471622	44.471622
2hoj_LIGfilip-openbabel_mol1297	mol1297	0	-29.954056	-23.483671	-6.470384	-6.470384
2hoj_LIGfilip-openbabel_mol1298	mol1298	0	-91.771904	-28.310833	-63.461071	-63.461071
2hoj_LIGfilip-openbabel_mol1299	mol1299	0	-59.329300	-31.486244	-27.843056	-27.843056
2hoj_LIGfilip-openbabel_mol1300	mol1300	0	-61.436539	-31.816105	-29.620434	-29.620434
2hoj_LIGfilip-openbabel_mol1301	mol1301	0	-97.811180	-35.172306	-62.638874	-62.638874
2hoj_LIGfilip-openbabel_mol1302	mol1302	0	-58.924915	-24.773518	-34.151398	-34.151398
2hoj_LIGfilip-openbabel_mol1303	mol1303	0	-60.122200	-27.574158	-32.548042	-32.548042
2hoj_LIGfilip-openbabel_mol1304	mol1304	0	-72.682236	-31.767561	-40.914673	-40.914673
2hoj_LIGfilip-openbabel_mol1305	mol1305	0	-69.075371	-31.394182	-37.681190	-37.681190
2hoj_LIGfilip-openbabel_mol1306	mol1306	0	-64.744133	-32.767853	-31.976282	-31.976282
2hoj_LIGfilip-openbabel_mol1307	mol1307	0	-62.193546	-28.577526	-33.616020	-33.616020
2hoj_LIGfilip-openbabel_mol1308	mol1308	0	4.803093	-34.947033	39.750126	39.750126
2hoj_LIGfilip-openbabel_mol1309	mol1309	0	-57.755211	-25.140432	-32.614780	-32.614780
2hoj_LIGfilip-openbabel_mol1310	mol1310	0	12.858448	-35.644966	48.503414	48.503414
2hoj_LIGfilip-openbabel_mol1311	mol1311	0	-24.896143	-23.698479	-1.197664	-1.197664
2hoj_LIGfilip-openbabel_mol1312	mol1312	0	-60.500557	-26.948462	-33.552097	-33.552097
2hoj_LIGfilip-openbabel_mol1313	mol1313	0	-95.742142	-30.051872	-65.690269	-65.690269
2hoj_LIGfilip-openbabel_mol1314	mol1314	0	-61.361069	-31.610727	-29.750343	-29.750343
2hoj_LIGfilip-openbabel_mol1315	mol1315	0	-27.818796	-26.272898	-1.545898	-1.545898
2hoj_LIGfilip-openbabel_mol1316	mol1316	1	-28.502695	-27.209372	-1.293323	-1.293323
2hoj_LIGfilip-openbabel_mol1317	mol1317	0	-60.575974	-27.896509	-32.679466	-32.679466
2hoj_LIGfilip-openbabel_mol1318	mol1318	0	9.108765	-36.940620	46.049385	46.049385
2hoj_LIGfilip-openbabel_mol1319	mol1319	0	-95.632095	-28.714462	-66.917633	-66.917633
2hoj_LIGfilip-openbabel_mol1320	mol1320	0	-65.577827	-25.449896	-40.127934	-40.127934
2hoj_LIGfilip-openbabel_mol1321	mol1321	0	-9.839178	-34.651588	24.812410	24.812410
2hoj_LIGfilip-openbabel_mol1322	mol1322	0	-27.272079	-25.740513	-1.531567	-1.531567
2hoj_LIGfilip-openbabel_mol1323	mol1323	0	-97.618439	-33.364613	-64.253830	-64.253830
2hoj_LIGfilip-openbabel_mol1324	mol1324	0	-94.951263	-29.488401	-65.462860	-65.462860
2hoj_LIGfilip-openbabel_mol1325	mol1325	0	2.731651	-41.763657	44.495308	44.495308
2hoj_LIGfilip-openbabel_mol1326	mol1326	0	6.928394	-37.225960	44.154354	44.154354
2hoj_LIGfilip-openbabel_mol1327	mol1327	0	-93.839577	-31.574980	-62.264599	-62.264599
2hoj_LIGfilip-openbabel_mol1328	mol1328	0	-62.679581	-22.464804	-40.214775	-40.214775
2hoj_LIGfilip-openbabel_mol1329	mol1329	0	-59.813957	-27.022055	-32.791901	-32.791901
2hoj_LIGfilip-openbabel_mol1330	mol1330	0	-61.229656	-24.843418	-36.386238	-36.386238
2hoj_LIGfilip-openbabel_mol1331	mol1331	0	-102.804337	-38.023804	-64.780533	-64.780533
2hoj_LIGfilip-openbabel_mol1332	mol1332	0	-93.475723	-30.747448	-62.728275	-62.728275
2hoj_LIGfilip-openbabel_mol1333	mol1333	0	-95.016037	-32.894665	-62.121376	-62.121376
2hoj_LIGfilip-openbabel_mol1334	mol1334	0	-61.692955	-30.188269	-31.504684	-31.504684
2hoj_LIGfilip-openbabel_mol1335	mol1335	0	-11.157812	-27.804483	16.646671	16.646671
2hoj_LIGfilip-openbabel_mol1336	mol1336	0	-63.732826	-29.545698	-34.187126	-34.187126
2hoj_LIGfilip-openbabel_mol1337	mol1337	0	-97.286911	-35.110996	-62.175911	-62.175911
2hoj_LIGfilip-openbabel_mol1338	mol1338	0	-95.205933	-31.273767	-63.932163	-63.932163
2hoj_LIGfilip-openbabel_mol1339	mol1339	0	-63.945496	-29.488329	-34.457169	-34.457169
2hoj_LIGfilip-openbabel_mol1340	mol1340	0	-67.417358	-30.780956	-36.636398	-36.636398
2hoj_LIGfilip-openbabel_mol1341	mol1341	0	43.383156	-8.415497	51.798653	51.798653
2hoj_LIGfilip-openbabel_mol1342	mol1342	0	-10.646576	-34.476875	23.830299	23.830299
2hoj_LIGfilip-openbabel_mol1343	mol1343	0	-57.832726	-26.618544	-31.214180	-31.214180
2hoj_LIGfilip-openbabel_mol1344	mol1344	0	-64.348061	-31.966364	-32.381699	-32.381699
2hoj_LIGfilip-openbabel_mol1345	mol1345	0	-92.802383	-28.455475	-64.346909	-64.346909
2hoj_LIGfilip-openbabel_mol1346	mol1346	0	-62.839317	-28.835043	-34.004272	-34.004272
2hoj_LIGfilip-openbabel_mol1347	mol1347	0	-96.852997	-36.296116	-60.556885	-60.556885
2hoj_LIGfilip-openbabel_mol1348	mol1348	0	-58.857536	-27.577368	-31.280167	-31.280167
2hoj_LIGfilip-openbabel_mol1349	mol1349	0	7.462734	-39.598751	47.061485	47.061485
2hoj_LIGfilip-openbabel_mol1350	mol1350	0	-60.787086	-26.458351	-34.328735	-34.328735
2hoj_LIGfilip-openbabel_mol1351	mol1351	0	-60.635681	-26.314743	-34.320938	-34.320938
2hoj_LIGfilip-openbabel_mol1352	mol1352	0	-62.544403	-31.851749	-30.692652	-30.692652
2hoj_LIGfilip-openbabel_mol1353	mol1353	0	-58.118706	-26.396137	-31.722569	-31.722569
2hoj_LIGfilip-openbabel_mol1354	mol1354	0	-99.320068	-35.149475	-64.170593	-64.170593
2hoj_LIGfilip-openbabel_mol1355	mol1355	0	6.744381	-34.978752	41.723133	41.723133
2hoj_LIGfilip-openbabel_mol1356	mol1356	0	1.572468	-34.453636	36.026104	36.026104
2hoj_LIGfilip-openbabel_mol1357	mol1357	0	-60.833687	-29.800240	-31.033445	-31.033445
2hoj_LIGfilip-openbabel_mol1358	mol1358	0	-61.248558	-29.268232	-31.980324	-31.980324
2hoj_LIGfilip-openbabel_mol1359	mol1359	0	-68.174431	-31.712914	-36.461517	-36.461517
2hoj_LIGfilip-openbabel_mol1360	mol1360	0	-71.618202	-36.493668	-35.124535	-35.124535
2hoj_LIGfilip-openbabel_mol1361	mol1361	0	-58.947815	-23.346792	-35.601021	-35.601021
2hoj_LIGfilip-openbabel_mol1362	mol1362	0	-68.542778	-34.328152	-34.214626	-34.214626
2hoj_LIGfilip-openbabel_mol1363	mol1363	0	-92.596008	-30.065899	-62.530109	-62.530109
2hoj_LIGfilip-openbabel_mol1364	mol1364	0	-16.361946	-33.049294	16.687347	16.687347
2hoj_LIGfilip-openbabel_mol1365	mol1365	0	-61.472923	-28.759054	-32.713867	-32.713867
2hoj_LIGfilip-openbabel_mol1366	mol1366	0	-63.517700	-30.061104	-33.456596	-33.456596
2hoj_LIGfilip-openbabel_mol1367	mol1367	0	-61.645046	-27.596714	-34.048332	-34.048332
2hoj_LIGfilip-openbabel_mol1368	mol1368	0	-67.490036	-32.479111	-35.010925	-35.010925
2hoj_LIGfilip-openbabel_mol1369	mol1369	0	-62.541389	-29.375254	-33.166134	-33.166134
2hoj_LIGfilip-openbabel_mol1370	mol1370	0	-104.997345	-33.196163	-71.801178	-71.801178
2hoj_LIGfilip-openbabel_mol1371	mol1371	0	-67.452072	-32.790157	-34.661915	-34.661915
2hoj_LIGfilip-openbabel_mol1372	mol1372	0	-66.045082	-31.739508	-34.305576	-34.305576
2hoj_LIGfilip-openbabel_mol1373	mol1373	0	-58.627129	-25.884336	-32.742794	-32.742794
2hoj_LIGfilip-openbabel_mol1374	mol1374	0	-10.253435	-31.514635	21.261200	21.261200
2hoj_LIGfilip-openbabel_mol1375	mol1375	0	-57.857117	-28.623545	-29.233570	-29.233570
2hoj_LIGfilip-openbabel_mol1376	mol1376	0	-95.398438	-35.924431	-59.474007	-59.474007
2hoj_LIGfilip-openbabel_mol1377	mol1377	0	-14.091160	-38.983791	24.892632	24.892632
2hoj_LIGfilip-openbabel_mol1378	mol1378	0	-62.285217	-27.875971	-34.409248	-34.409248
2hoj_LIGfilip-openbabel_mol1379	mol1379	0	-64.381226	-31.689585	-32.691639	-32.691639
2hoj_LIGfilip-openbabel_mol1380	mol1380	0	-65.947945	-31.727720	-34.220226	-34.220226
2hoj_LIGfilip-openbabel_mol1381	mol1381	0	-63.535179	-30.510115	-33.025063	-33.025063
2hoj_LIGfilip-openbabel_mol1382	mol1382	0	-30.882799	-25.370953	-5.511847	-5.511847
2hoj_LIGfilip-openbabel_mol1383	mol1383	0	-61.100586	-25.619802	-35.480782	-35.480782
2hoj_LIGfilip-openbabel_mol1384	mol1384	0	-13.306377	-36.559254	23.252876	23.252876
2hoj_LIGfilip-openbabel_mol1385	mol1385	0	-94.131401	-31.374514	-62.756889	-62.756889
2hoj_LIGfilip-openbabel_mol1386	mol1386	0	-60.732216	-26.625113	-34.107101	-34.107101
2hoj_LIGfilip-openbabel_mol1387	mol1387	0	-62.567482	-29.717422	-32.850060	-32.850060
2hoj_LIGfilip-openbabel_mol1388	mol1388	0	-60.881607	-29.676783	-31.204823	-31.204823
2hoj_LIGfilip-openbabel_mol1389	mol1389	0	-95.605202	-35.052242	-60.552959	-60.552959
2hoj_LIGfilip-openbabel_mol1390	mol1390	0	-68.034706	-23.763464	-44.271240	-44.271240
2hoj_LIGfilip-openbabel_mol1391	mol1391	0	-46.673195	-30.703880	-15.969316	-15.969316
2hoj_LIGfilip-openbabel_mol1392	mol1392	0	-65.460953	-31.695454	-33.765495	-33.765495
2hoj_LIGfilip-openbabel_mol1393	mol1393	0	-23.950344	-22.957441	-0.992902	-0.992902
2hoj_LIGfilip-openbabel_mol1394	mol1394	0	-62.632797	-25.881615	-36.751183	-36.751183
2hoj_LIGfilip-openbabel_mol1395	mol1395	0	-62.018967	-26.563486	-35.455479	-35.455479
2hoj_LIGfilip-openbabel_mol1396	mol1396	0	3.834557	-35.032139	38.866695	38.866695
2hoj_LIGfilip-openbabel_mol1397	mol1397	0	-71.319473	-33.619141	-37.700333	-37.700333
2hoj_LIGfilip-openbabel_mol1398	mol1398	0	-91.325684	-26.594320	-64.731361	-64.731361
2hoj_LIGfilip-openbabel_mol1399	mol1399	0	-61.108894	-27.051205	-34.057690	-34.057690
2hoj_LIGfilip-openbabel_mol1400	mol1400	0	-57.793121	-27.929560	-29.863560	-29.863560
2hoj_LIGfilip-openbabel_mol1401	mol1401	0	16.862482	-0.404727	17.267210	17.267210
2hoj_LIGfilip-openbabel_mol1402	mol1402	0	-62.049957	-30.692238	-31.357719	-31.357719
2hoj_LIGfilip-openbabel_mol1403	mol1403	0	-94.515755	-24.889313	-69.626442	-69.626442
2hoj_LIGfilip-openbabel_mol1404	mol1404	0	-62.790970	-29.709164	-33.081806	-33.081806
2hoj_LIGfilip-openbabel_mol1405	mol1405	0	-65.593567	-29.597221	-35.996349	-35.996349
2hoj_LIGfilip-openbabel_mol1406	mol1406	0	-93.273323	-30.454237	-62.819088	-62.819088
2hoj_LIGfilip-openbabel_mol1407	mol1407	0	4.491535	-39.081684	43.573219	43.573219
2hoj_LIGfilip-openbabel_mol1408	mol1408	0	-64.882111	-31.415359	-33.466755	-33.466755
2hoj_LIGfilip-openbabel_mol1409	mol1409	0	6.455482	-34.019161	40.474644	40.474644
2hoj_LIGfilip-openbabel_mol1410	mol1410	0	-66.079750	-29.870327	-36.209423	-36.209423
2hoj_LIGfilip-openbabel_mol1411	mol1411	0	8.453217	-39.941288	48.394505	48.394505
2hoj_LIGfilip-openbabel_mol1412	mol1412	0	-66.439163	-34.064716	-32.374443	-32.374443
2hoj_LIGfilip-openbabel_mol1413	mol1413	0	-96.934525	-33.466698	-63.467827	-63.467827
2hoj_LIGfilip-openbabel_mol1414	mol1414	0	-66.042999	-31.854115	-34.188881	-34.188881
2hoj_LIGfilip-openbabel_mol1415	mol1415	0	21.320612	-13.527163	34.847775	34.847775
2hoj_LIGfilip-openbabel_mol1416	mol1416	0	-63.556328	-31.064507	-32.491821	-32.491821
2hoj_LIGfilip-openbabel_mol1417	mol1417	0	6.469959	-37.692043	44.162003	44.162003
2hoj_LIGfilip-openbabel_mol1418	mol1418	0	-64.938995	-35.238045	-29.700953	-29.700953
2hoj_LIGfilip-openbabel_mol1419	mol1419	0	-65.089958	-30.652708	-34.437248	-34.437248
2hoj_LIGfilip-openbabel_mol1420	mol1420	0	-63.538727	-32.366680	-31.172047	-31.172047
2hoj_LIGfilip-openbabel_mol1421	mol1421	0	-61.045471	-28.781399	-32.264072	-32.264072
2hoj_LIGfilip-openbabel_mol1422	mol1422	0	-99.266327	-30.869749	-68.396576	-68.396576
2hoj_LIGfilip-openbabel_mol1423	mol1423	0	-60.364758	-28.777992	-31.586765	-31.586765
2hoj_LIGfilip-openbabel_mol1424	mol1424	0	-96.140198	-31.949764	-64.190437	-64.190437
2hoj_LIGfilip-openbabel_mol1425	mol1425	0	-94.370270	-28.690720	-65.679550	-65.679550
2hoj_LIGfilip-openbabel_mol1426	mol1426	0	-97.150200	-34.305153	-62.845047	-62.845047
2hoj_LIGfilip-openbabel_mol1427	mol1427	0	-64.358711	-31.835344	-32.523365	-32.523365
2hoj_LIGfilip-openbabel_mol1428	mol1428	0	-16.888315	-35.433380	18.545065	18.545065
2hoj_LIGfilip-openbabel_mol1429	mol1429	0	-26.887360	-26.300295	-0.587065	-0.587065
2hoj_LIGfilip-openbabel_mol1430	mol1430	0	-61.393192	-28.517689	-32.875504	-32.875504
2hoj_LIGfilip-openbabel_mol1431	mol1431	0	-63.668747	-32.421154	-31.247593	-31.247593
2hoj_LIGfilip-openbabel_mol1432	mol1432	0	-56.969414	-27.401571	-29.567844	-29.567844
2hoj_LIGfilip-openbabel_mol1433	mol1433	0	-95.422356	-30.474442	-64.947914	-64.947914
2hoj_LIGfilip-openbabel_mol1434	mol1434	0	-64.265633	-29.746861	-34.518772	-34.518772
2hoj_LIGfilip-openbabel_mol1435	mol1435	0	-60.917442	-26.334249	-34.583191	-34.583191
2hoj_LIGfilip-openbabel_mol1436	mol1436	0	-93.598129	-28.936882	-64.661247	-64.661247
2hoj_LIGfilip-openbabel_mol1437	mol1437	0	-88.968567	-26.486408	-62.482162	-62.482162
2hoj_LIGfilip-openbabel_mol1438	mol1438	0	-64.361519	-29.202978	-35.158543	-35.158543
2hoj_LIGfilip-openbabel_mol1439	mol1439	0	-66.608513	-29.052017	-37.556496	-37.556496
2hoj_LIGfilip-openbabel_mol1440	mol1440	0	-94.618141	-28.980844	-65.637299	-65.637299
2hoj_LIGfilip-openbabel_mol1441	mol1441	0	-61.092896	-30.962540	-30.130354	-30.130354
2hoj_LIGfilip-openbabel_mol1442	mol1442	0	-94.802383	-27.819557	-66.982826	-66.982826
2hoj_LIGfilip-openbabel_mol1443	mol1443	0	-63.032478	-27.722071	-35.310410	-35.310410
2hoj_LIGfilip-openbabel_mol1444	mol1444	0	-64.143867	-30.857141	-33.286724	-33.286724
2hoj_LIGfilip-openbabel_mol1445	mol1445	0	-62.587341	-27.990950	-34.596394	-34.596394
2hoj_LIGfilip-openbabel_mol1446	mol1446	0	-59.386429	-28.008200	-31.378231	-31.378231
2hoj_LIGfilip-openbabel_mol1447	mol1447	0	-63.561844	-28.040865	-35.520981	-35.520981
2hoj_LIGfilip-openbabel_mol1448	mol1448	0	-59.175240	-28.802910	-30.372332	-30.372332
2hoj_LIGfilip-openbabel_mol1449	mol1449	0	-61.079739	-26.857136	-34.222603	-34.222603
2hoj_LIGfilip-openbabel_mol1450	mol1450	0	-59.955750	-26.955851	-32.999901	-32.999901
2hoj_LIGfilip-openbabel_mol1451	mol1451	0	-90.400513	-24.809149	-65.591362	-65.591362
2hoj_LIGfilip-openbabel_mol1452	mol1452	0	-64.274971	-29.049194	-35.225777	-35.225777
2hoj_LIGfilip-openbabel_mol1453	mol1453	0	-64.171051	-30.130644	-34.040409	-34.040409
2hoj_LIGfilip-openbabel_mol1454	mol1454	0	7.317524	-42.552135	49.869659	49.869659
2hoj_LIGfilip-openbabel_mol1455	mol1455	0	-63.203114	-33.011101	-30.192013	-30.192013
2hoj_LIGfilip-openbabel_mol1456	mol1456	0	26.847168	-40.110779	66.957947	66.957947
2hoj_LIGfilip-openbabel_mol1457	mol1457	0	-43.186890	-23.354893	-19.831995	-19.831995
2hoj_LIGfilip-openbabel_mol1458	mol1458	0	-61.557106	-24.871172	-36.685936	-36.685936
2hoj_LIGfilip-openbabel_mol1459	mol1459	0	-95.763557	-29.782457	-65.981102	-65.981102
2hoj_LIGfilip-openbabel_mol1460	mol1460	0	-60.163506	-27.022409	-33.141098	-33.141098
2hoj_LIGfilip-openbabel_mol1461	mol1461	0	-96.300301	-31.015070	-65.285233	-65.285233
2hoj_LIGfilip-openbabel_mol1462	mol1462	0	-61.864067	-28.604107	-33.259960	-33.259960
2hoj_LIGfilip-openbabel_mol1463	mol1463	0	-60.999428	-27.015064	-33.984364	-33.984364
2hoj_LIGfilip-openbabel_mol1464	mol1464	0	-26.348902	-25.763159	-0.585742	-0.585742
2hoj_LIGfilip-openbabel_mol1465	mol1465	0	32.347244	-2.087737	34.434982	34.434982
2hoj_LIGfilip-openbabel_mol1466	mol1466	0	-63.117775	-26.348316	-36.769459	-36.769459
2hoj_LIGfilip-openbabel_mol1467	mol1467	0	-27.181324	-25.699257	-1.482066	-1.482066
2hoj_LIGfilip-openbabel_mol1468	mol1468	0	7.071568	-34.606106	41.677673	41.677673
